
operationNumber, size, height, averageNodeDepth, timeForOperation, operationType
6705, 99534, 17, 15.948319, 0.007000, insert
6710, 99534, 17, 15.948470, 0.004000, search
6715, 99535, 17, 15.948641, 0.004000, search
6720, 99536, 17, 15.948652, 0.007000, insert
6725, 99533, 17, 15.948801, 0.004000, search
6730, 99534, 17, 15.948842, 0.006000, remove
6735, 99533, 17, 15.949002, 0.004000, search
6740, 99534, 17, 15.949032, 0.007000, remove
6745, 99534, 17, 15.949043, 0.007000, remove
6750, 99533, 17, 15.949032, 0.006000, remove
6755, 99534, 17, 15.949233, 0.004000, search
6760, 99535, 17, 15.949244, 0.007000, remove
6765, 99531, 17, 15.949393, 0.005000, search
6770, 99531, 17, 15.949413, 0.007000, remove
6775, 99530, 17, 15.949432, 0.007000, remove
6780, 99530, 17, 15.949583, 0.004000, search
6785, 99526, 17, 15.949541, 0.007000, remove
6790, 99528, 17, 15.949572, 0.007000, insert
6795, 99528, 17, 15.949552, 0.007000, insert
6800, 99527, 17, 15.949561, 0.007000, remove
6805, 99527, 17, 15.949551, 0.007000, remove
6810, 99525, 17, 15.949510, 0.007000, remove
6815, 99525, 17, 15.949510, 0.007000, insert
6820, 99523, 17, 15.949469, 0.006000, remove
6825, 99525, 17, 15.949661, 0.004000, search
6830, 99526, 17, 15.949692, 0.006000, remove
6835, 99524, 17, 15.949851, 0.004000, search
6840, 99527, 17, 15.949913, 0.006000, insert
6845, 99529, 17, 15.949934, 0.007000, insert
6850, 99528, 17, 15.949944, 0.007000, insert
6855, 99527, 17, 15.949893, 0.006000, insert
6860, 99528, 17, 15.949914, 0.007000, insert
6865, 99527, 17, 15.949893, 0.007000, remove
6870, 99528, 17, 15.949914, 0.007000, insert
6875, 99528, 17, 15.950094, 0.004000, search
6880, 99524, 17, 15.950213, 0.004000, search
6885, 99523, 17, 15.950192, 0.006000, insert
6890, 99525, 17, 15.950234, 0.007000, insert
6895, 99527, 17, 15.950265, 0.007000, insert
6900, 99527, 17, 15.950466, 0.005000, search
6905, 99525, 17, 15.950455, 0.006000, remove
6910, 99525, 17, 15.950636, 0.005000, search
6915, 99525, 17, 15.950636, 0.006000, remove
6920, 99525, 17, 15.950796, 0.004000, search
6925, 99527, 17, 15.950998, 0.004000, search
6930, 99527, 17, 15.951169, 0.004000, search
6935, 99524, 17, 15.951288, 0.004000, search
6940, 99521, 17, 15.951287, 0.006000, remove
6945, 99519, 17, 15.951276, 0.007000, remove
6950, 99517, 17, 15.951415, 0.004000, search
6955, 99515, 17, 15.951384, 0.007000, insert
6960, 99519, 17, 15.951446, 0.007000, insert
6965, 99522, 17, 15.951478, 0.007000, insert
6970, 99524, 17, 15.951509, 0.007000, insert
6975, 99526, 17, 15.951520, 0.006000, insert
6980, 99523, 17, 15.951458, 0.007000, insert
6985, 99525, 17, 15.951630, 0.004000, search
6990, 99525, 17, 15.951640, 0.007000, insert
6995, 99523, 17, 15.951599, 0.006000, remove
7000, 99525, 17, 15.951610, 0.007000, insert
7005, 99527, 17, 15.951631, 0.006000, remove
7010, 99529, 17, 15.951652, 0.007000, insert
7015, 99531, 17, 15.951673, 0.007000, insert
7020, 99530, 17, 15.951693, 0.006000, remove
7025, 99529, 17, 15.951662, 0.007000, insert
7030, 99528, 17, 15.951813, 0.004000, search
7035, 99527, 17, 15.951822, 0.006000, remove
7040, 99528, 17, 15.952003, 0.005000, search
7045, 99528, 17, 15.952184, 0.005000, search
7050, 99527, 17, 15.952355, 0.004000, search
7055, 99524, 17, 15.952484, 0.004000, search
7060, 99526, 17, 15.952525, 0.006000, insert
7065, 99525, 17, 15.952484, 0.006000, insert
7070, 99525, 17, 15.952474, 0.007000, insert
7075, 99526, 17, 15.952495, 0.007000, insert
7080, 99524, 17, 15.952474, 0.007000, insert
7085, 99521, 17, 15.952623, 0.005000, search
7090, 99520, 17, 15.952793, 0.005000, search
7095, 99518, 17, 15.952963, 0.005000, search
7100, 99518, 17, 15.952963, 0.006000, remove
7105, 99517, 17, 15.952963, 0.006000, remove
7110, 99515, 17, 15.953103, 0.004000, search
7115, 99516, 17, 15.953304, 0.004000, search
7120, 99516, 17, 15.953334, 0.007000, remove
7125, 99515, 17, 15.953374, 0.006000, remove
7130, 99514, 17, 15.953534, 0.004000, search
7135, 99516, 17, 15.953756, 0.004000, search
7140, 99516, 17, 15.953937, 0.004000, search
7145, 99518, 17, 15.953948, 0.007000, insert
7150, 99516, 17, 15.954108, 0.004000, search
7155, 99517, 17, 15.954118, 0.006000, remove
7160, 99516, 17, 15.954108, 0.006000, remove
7165, 99517, 17, 15.954128, 0.007000, insert
7170, 99514, 17, 15.954288, 0.005000, search
7175, 99512, 17, 15.954257, 0.007000, insert
7180, 99512, 17, 15.954287, 0.007000, remove
7185, 99510, 17, 15.954427, 0.005000, search
7190, 99506, 17, 15.954375, 0.006000, remove
7195, 99504, 17, 15.954354, 0.006000, remove
7200, 99502, 17, 15.954513, 0.004000, search
7205, 99502, 17, 15.954674, 0.004000, search
7210, 99502, 17, 15.954835, 0.005000, search
7215, 99503, 17, 15.954856, 0.007000, insert
7220, 99505, 17, 15.954887, 0.006000, insert
7225, 99506, 17, 15.954917, 0.007000, remove
7230, 99503, 17, 15.955016, 0.004000, search
7235, 99504, 17, 15.955057, 0.007000, remove
7240, 99501, 17, 15.955186, 0.004000, search
7245, 99504, 17, 15.955218, 0.008000, insert
7250, 99502, 17, 15.955197, 0.006000, remove
7255, 99503, 17, 15.955388, 0.004000, search
7260, 99501, 17, 15.955387, 0.007000, remove
7265, 99500, 17, 15.955548, 0.004000, search
7270, 99497, 17, 15.955526, 0.006000, remove
7275, 99496, 17, 15.955526, 0.006000, remove
7280, 99498, 17, 15.955547, 0.007000, insert
7285, 99500, 17, 15.955638, 0.007000, insert
7290, 99501, 17, 15.955659, 0.007000, remove
7295, 99497, 17, 15.955607, 0.006000, remove
7300, 99495, 17, 15.955596, 0.006000, remove
7305, 99495, 17, 15.955616, 0.007000, insert
7310, 99494, 17, 15.955585, 0.006000, remove
7315, 99491, 17, 15.955735, 0.005000, search
7320, 99490, 17, 15.955724, 0.007000, insert
7325, 99490, 17, 15.955915, 0.004000, search
7330, 99487, 17, 15.956045, 0.005000, search
7335, 99489, 17, 15.956055, 0.008000, insert
7340, 99491, 17, 15.956086, 0.006000, insert
7345, 99492, 17, 15.956238, 0.004000, search
7350, 99492, 17, 15.956228, 0.007000, remove
7355, 99490, 17, 15.956378, 0.004000, search
7360, 99489, 17, 15.956528, 0.004000, search
7365, 99489, 17, 15.956528, 0.007000, remove
7370, 99489, 17, 15.956538, 0.007000, insert
7375, 99490, 17, 15.956548, 0.007000, insert
7380, 99490, 17, 15.956739, 0.005000, search
7385, 99490, 17, 15.956759, 0.008000, insert
7390, 99491, 17, 15.956770, 0.007000, remove
7395, 99492, 17, 15.956961, 0.004000, search
7400, 99490, 17, 15.956950, 0.007000, remove
7405, 99489, 17, 15.956950, 0.007000, insert
7410, 99485, 17, 15.956918, 0.006000, remove
7415, 99484, 17, 15.956888, 0.007000, insert
7420, 99483, 17, 15.957048, 0.004000, search
7425, 99481, 17, 15.957027, 0.007000, remove
7430, 99484, 17, 15.957068, 0.007000, insert
7435, 99483, 17, 15.957239, 0.004000, search
7440, 99482, 17, 15.957218, 0.007000, remove
7445, 99481, 17, 15.957178, 0.007000, remove
7450, 99480, 17, 15.957358, 0.004000, search
7455, 99478, 17, 15.957327, 0.007000, remove
7460, 99479, 17, 15.957489, 0.004000, search
7465, 99478, 17, 15.957659, 0.004000, search
7470, 99477, 17, 15.957649, 0.007000, insert
7475, 99475, 17, 15.957628, 0.005000, remove
7480, 99471, 17, 15.957757, 0.004000, search
7485, 99471, 17, 15.957757, 0.007000, insert
7490, 99471, 17, 15.957777, 0.007000, insert
7495, 99468, 17, 15.957735, 0.007000, remove
7500, 99467, 17, 15.957896, 0.004000, search
7505, 99464, 17, 15.957884, 0.005000, remove
7510, 99466, 17, 15.957925, 0.006000, remove
7515, 99463, 17, 15.958055, 0.005000, search
7520, 99461, 17, 15.958044, 0.005000, remove
7525, 99461, 17, 15.958064, 0.006000, remove
7530, 99460, 17, 15.958053, 0.007000, insert
7535, 99459, 17, 15.958033, 0.008000, insert
7540, 99458, 17, 15.958203, 0.004000, search
7545, 99456, 17, 15.958353, 0.004000, search
7550, 99458, 17, 15.958394, 0.006000, remove
7555, 99457, 17, 15.958374, 0.006000, remove
7560, 99456, 17, 15.958384, 0.006000, remove
7565, 99455, 17, 15.958544, 0.005000, search
7570, 99458, 17, 15.958606, 0.007000, insert
7575, 99458, 17, 15.958606, 0.007000, insert
7580, 99460, 17, 15.958627, 0.007000, insert
7585, 99461, 17, 15.958607, 0.006000, insert
7590, 99465, 17, 15.958679, 0.007000, insert
7595, 99466, 17, 15.958689, 0.007000, insert
7600, 99463, 17, 15.958829, 0.004000, search
7605, 99459, 17, 15.958807, 0.006000, remove
7610, 99458, 17, 15.958787, 0.006000, insert
7615, 99460, 17, 15.958828, 0.007000, insert
7620, 99462, 17, 15.958849, 0.006000, insert
7625, 99462, 17, 15.958839, 0.006000, insert
7630, 99461, 17, 15.958818, 0.006000, remove
7635, 99461, 17, 15.958999, 0.004000, search
7640, 99461, 17, 15.958999, 0.006000, remove
7645, 99458, 17, 15.959149, 0.004000, search
7650, 99457, 17, 15.959158, 0.007000, remove
7655, 99457, 17, 15.959178, 0.007000, remove
7660, 99455, 17, 15.959167, 0.007000, insert
7665, 99455, 17, 15.959167, 0.007000, insert
7670, 99453, 17, 15.959157, 0.007000, insert
7675, 99453, 17, 15.959157, 0.007000, insert
7680, 99452, 17, 15.959166, 0.007000, insert
7685, 99453, 17, 15.959358, 0.004000, search
7690, 99453, 17, 15.959378, 0.007000, insert
7695, 99450, 17, 15.959346, 0.006000, remove
7700, 99449, 17, 15.959507, 0.005000, search
7705, 99450, 17, 15.959507, 0.007000, insert
7710, 99448, 17, 15.959667, 0.004000, search
7715, 99448, 17, 15.959687, 0.006000, remove
7720, 99447, 17, 15.959697, 0.006000, remove
7725, 99449, 17, 15.959728, 0.006000, insert
7730, 99449, 17, 15.959758, 0.008000, insert
7735, 99446, 17, 15.959747, 0.006000, remove
7740, 99443, 17, 15.959887, 0.004000, search
7745, 99440, 17, 15.960016, 0.004000, search
7750, 99441, 17, 15.960047, 0.006000, remove
7755, 99440, 17, 15.960217, 0.005000, search
7760, 99441, 17, 15.960399, 0.004000, search
7765, 99443, 17, 15.960440, 0.006000, remove
7770, 99443, 17, 15.960621, 0.005000, search
7775, 99444, 17, 15.960621, 0.007000, insert
7780, 99441, 17, 15.960761, 0.005000, search
7785, 99440, 17, 15.960911, 0.004000, search
7790, 99437, 17, 15.960870, 0.006000, remove
7795, 99436, 17, 15.961030, 0.005000, search
7800, 99438, 17, 15.961051, 0.007000, insert
7805, 99439, 17, 15.961062, 0.007000, insert
7810, 99440, 17, 15.961072, 0.007000, insert
7815, 99441, 17, 15.961113, 0.014000, remove
7820, 99440, 17, 15.961122, 0.007000, remove
7825, 99438, 17, 15.961292, 0.004000, search
7830, 99435, 17, 15.961422, 0.004000, search
7835, 99434, 17, 15.961643, 0.004000, search
7840, 99433, 17, 15.961622, 0.007000, remove
7845, 99429, 17, 15.961752, 0.004000, search
7850, 99429, 17, 15.961943, 0.004000, search
7855, 99427, 17, 15.961922, 0.006000, remove
7860, 99430, 17, 15.961953, 0.007000, insert
7865, 99430, 17, 15.961983, 0.007000, insert
7870, 99432, 17, 15.962024, 0.007000, insert
7875, 99434, 17, 15.962055, 0.007000, insert
7880, 99433, 17, 15.962075, 0.005000, remove
7885, 99432, 17, 15.962075, 0.006000, remove
7890, 99433, 17, 15.962085, 0.007000, insert
7895, 99429, 17, 15.962224, 0.003000, search
7900, 99428, 17, 15.962395, 0.005000, search
7905, 99430, 17, 15.962436, 0.006000, remove
7910, 99427, 17, 15.962405, 0.007000, remove
7915, 99429, 17, 15.962415, 0.007000, insert
7920, 99430, 17, 15.962436, 0.007000, insert
7925, 99429, 17, 15.962405, 0.006000, remove
7930, 99429, 17, 15.962405, 0.007000, remove
7935, 99428, 17, 15.962576, 0.004000, search
7940, 99430, 17, 15.962597, 0.008000, insert
7945, 99426, 17, 15.962726, 0.004000, search
7950, 99430, 17, 15.962798, 0.007000, insert
7955, 99427, 17, 15.962777, 0.007000, remove
7960, 99427, 17, 15.962938, 0.004000, search
7965, 99428, 17, 15.962958, 0.007000, insert
7970, 99428, 17, 15.963149, 0.004000, search
7975, 99426, 17, 15.963148, 0.006000, remove
7980, 99428, 17, 15.963189, 0.007000, insert
7985, 99423, 17, 15.963328, 0.004000, search
7990, 99424, 17, 15.963530, 0.004000, search
7995, 99426, 17, 15.963551, 0.006000, remove
8000, 99424, 17, 15.963721, 0.004000, search
8005, 99425, 17, 15.963731, 0.007000, insert
8010, 99427, 17, 15.963742, 0.007000, insert
8015, 99428, 17, 15.963783, 0.007000, insert
8020, 99423, 17, 15.963892, 0.004000, search
8025, 99424, 17, 15.964003, 0.007000, insert
8030, 99421, 17, 15.964152, 0.004000, search
8035, 99418, 17, 15.964101, 0.006000, remove
8040, 99417, 17, 15.964091, 0.007000, remove
8045, 99417, 17, 15.964101, 0.006000, remove
8050, 99416, 17, 15.964090, 0.006000, remove
8055, 99416, 17, 15.964100, 0.007000, insert
8060, 99413, 17, 15.964079, 0.007000, remove
8065, 99415, 17, 15.964251, 0.004000, search
8070, 99413, 17, 15.964250, 0.006000, remove
8075, 99413, 17, 15.964260, 0.007000, remove
8080, 99413, 17, 15.964250, 0.008000, insert
8085, 99411, 17, 15.964229, 0.007000, remove
8090, 99410, 17, 15.964189, 0.008000, insert
8095, 99411, 17, 15.964189, 0.006000, insert
8100, 99414, 17, 15.964411, 0.005000, search
8105, 99415, 17, 15.964593, 0.004000, search
8110, 99412, 17, 15.964733, 0.004000, search
8115, 99411, 17, 15.964732, 0.006000, remove
8120, 99411, 17, 15.964913, 0.004000, search
8125, 99412, 17, 15.965105, 0.004000, search
8130, 99410, 17, 15.965265, 0.004000, search
8135, 99411, 17, 15.965457, 0.004000, search
8140, 99411, 17, 15.965487, 0.006000, remove
8145, 99410, 17, 15.965476, 0.006000, insert
8150, 99409, 17, 15.965456, 0.007000, insert
8155, 99406, 17, 15.965596, 0.004000, search
8160, 99402, 17, 15.965544, 0.006000, remove
8165, 99400, 17, 15.965503, 0.007000, remove
8170, 99399, 17, 15.965633, 0.004000, search
8175, 99399, 17, 15.965784, 0.005000, search
8180, 99399, 17, 15.965955, 0.005000, search
8185, 99397, 17, 15.965935, 0.007000, remove
8190, 99397, 17, 15.965935, 0.007000, insert
8195, 99399, 17, 15.965965, 0.007000, insert
8200, 99398, 17, 15.966136, 0.004000, search
8205, 99398, 17, 15.966307, 0.004000, search
8210, 99402, 17, 15.966369, 0.006000, insert
8215, 99401, 17, 15.966540, 0.004000, search
8220, 99398, 17, 15.966518, 0.006000, remove
8225, 99395, 17, 15.966517, 0.006000, remove
8230, 99399, 17, 15.966559, 0.008000, insert
8235, 99401, 17, 15.966580, 0.007000, insert
8240, 99400, 17, 15.966569, 0.006000, remove
8245, 99400, 17, 15.966579, 0.007000, insert
8250, 99399, 17, 15.966750, 0.005000, search
8255, 99398, 17, 15.966921, 0.005000, search
8260, 99401, 17, 15.966972, 0.007000, insert
8265, 99401, 17, 15.966962, 0.007000, insert
8270, 99398, 17, 15.966941, 0.006000, remove
8275, 99395, 17, 15.967091, 0.004000, search
8280, 99394, 17, 15.967241, 0.005000, search
8285, 99395, 17, 15.967272, 0.008000, insert
8290, 99395, 17, 15.967252, 0.007000, remove
8295, 99396, 17, 15.967272, 0.007000, remove
8300, 99396, 17, 15.967433, 0.004000, search
8305, 99394, 17, 15.967614, 0.004000, search
8310, 99396, 17, 15.967614, 0.007000, insert
8315, 99393, 17, 15.967744, 0.005000, search
8320, 99394, 17, 15.967755, 0.007000, remove
8325, 99391, 17, 15.967744, 0.007000, remove
8330, 99391, 17, 15.967764, 0.006000, remove
8335, 99394, 17, 15.967835, 0.006000, remove
8340, 99393, 17, 15.967986, 0.004000, search
8345, 99396, 17, 15.967997, 0.007000, insert
8350, 99395, 17, 15.968177, 0.004000, search
8355, 99396, 17, 15.968178, 0.006000, remove
8360, 99396, 17, 15.968359, 0.005000, search
8365, 99396, 17, 15.968349, 0.006000, remove
8370, 99395, 17, 15.968530, 0.005000, search
8375, 99394, 17, 15.968519, 0.007000, remove
8380, 99391, 17, 15.968488, 0.006000, remove
8385, 99391, 17, 15.968468, 0.007000, remove
8390, 99389, 17, 15.968618, 0.004000, search
8395, 99388, 17, 15.968779, 0.004000, search
8400, 99387, 17, 15.968950, 0.005000, search
8405, 99390, 17, 15.968991, 0.007000, insert
8410, 99390, 17, 15.969162, 0.004000, search
8415, 99390, 17, 15.969162, 0.007000, insert
8420, 99393, 17, 15.969213, 0.007000, insert
8425, 99396, 17, 15.969415, 0.004000, search
8430, 99394, 17, 15.969405, 0.006000, remove
8435, 99396, 17, 15.969435, 0.007000, insert
8440, 99395, 17, 15.969596, 0.004000, search
8445, 99391, 17, 15.969736, 0.004000, search
8450, 99392, 17, 15.969917, 0.004000, search
8455, 99394, 17, 15.969948, 0.007000, insert
8460, 99392, 17, 15.969917, 0.006000, remove
8465, 99393, 17, 15.969927, 0.006000, insert
8470, 99392, 17, 15.970068, 0.004000, search
8475, 99391, 17, 15.970068, 0.007000, insert
8480, 99388, 17, 15.970057, 0.007000, remove
8485, 99388, 17, 15.970057, 0.007000, remove
8490, 99389, 17, 15.970238, 0.004000, search
8495, 99389, 17, 15.970238, 0.007000, insert
8500, 99392, 17, 15.970279, 0.007000, insert
8505, 99390, 17, 15.970279, 0.006000, remove
8510, 99389, 17, 15.970268, 0.007000, remove
8515, 99392, 17, 15.970269, 0.007000, insert
8520, 99389, 17, 15.970238, 0.006000, remove
8525, 99386, 17, 15.970197, 0.006000, remove
8530, 99386, 17, 15.970187, 0.007000, insert
8535, 99386, 17, 15.970177, 0.007000, remove
8540, 99384, 17, 15.970126, 0.006000, remove
8545, 99383, 17, 15.970256, 0.005000, search
8550, 99383, 17, 15.970236, 0.007000, insert
8555, 99383, 17, 15.970226, 0.007000, remove
8560, 99387, 17, 15.970278, 0.007000, insert
8565, 99388, 17, 15.970459, 0.005000, search
8570, 99386, 17, 15.970428, 0.006000, insert
8575, 99389, 17, 15.970470, 0.007000, insert
8580, 99385, 17, 15.970589, 0.005000, search
8585, 99385, 17, 15.970579, 0.006000, insert
8590, 99383, 17, 15.970729, 0.004000, search
8595, 99382, 17, 15.970749, 0.007000, remove
8600, 99384, 17, 15.970961, 0.004000, search
8605, 99387, 17, 15.970982, 0.007000, insert
8610, 99387, 17, 15.971002, 0.007000, insert
8615, 99389, 17, 15.971023, 0.007000, insert
8620, 99388, 17, 15.971184, 0.005000, search
8625, 99390, 17, 15.971355, 0.004000, search
8630, 99387, 17, 15.971485, 0.005000, search
8635, 99387, 17, 15.971636, 0.004000, search
8640, 99383, 17, 15.971605, 0.006000, remove
8645, 99382, 17, 15.971594, 0.006000, insert
8650, 99384, 17, 15.971605, 0.006000, remove
8655, 99380, 17, 15.971735, 0.004000, search
8660, 99379, 17, 15.971714, 0.007000, insert
8665, 99376, 17, 15.971844, 0.004000, search
8670, 99373, 17, 15.971974, 0.004000, search
8675, 99371, 17, 15.972145, 0.004000, search
8680, 99369, 17, 15.972164, 0.006000, remove
8685, 99368, 17, 15.972164, 0.007000, remove
8690, 99367, 17, 15.972355, 0.004000, search
8695, 99365, 17, 15.972334, 0.006000, remove
8700, 99364, 17, 15.972324, 0.006000, insert
8705, 99365, 17, 15.972334, 0.006000, remove
8710, 99363, 17, 15.972314, 0.006000, remove
8715, 99366, 17, 15.972345, 0.006000, insert
8720, 99367, 17, 15.972526, 0.004000, search
8725, 99364, 17, 15.972666, 0.005000, search
8730, 99362, 17, 15.972635, 0.006000, remove
8735, 99361, 17, 15.972766, 0.004000, search
8740, 99358, 17, 15.972906, 0.004000, search
8745, 99357, 17, 15.972906, 0.007000, remove
8750, 99356, 17, 15.972895, 0.007000, remove
8755, 99357, 17, 15.972906, 0.007000, insert
8760, 99356, 17, 15.972906, 0.007000, remove
8765, 99354, 17, 15.972865, 0.007000, remove
8770, 99354, 17, 15.973036, 0.005000, search
8775, 99355, 17, 15.973217, 0.005000, search
8780, 99358, 17, 15.973429, 0.005000, search
8785, 99359, 17, 15.973420, 0.006000, insert
8790, 99358, 17, 15.973601, 0.004000, search
8795, 99360, 17, 15.973651, 0.007000, insert
8800, 99362, 17, 15.973692, 0.007000, insert
8805, 99362, 17, 15.973682, 0.006000, remove
8810, 99359, 17, 15.973661, 0.006000, remove
8815, 99358, 17, 15.973651, 0.007000, remove
8820, 99357, 17, 15.973641, 0.007000, remove
8825, 99355, 17, 15.973791, 0.004000, search
8830, 99355, 17, 15.973962, 0.004000, search
8835, 99354, 17, 15.973962, 0.007000, insert
8840, 99356, 17, 15.974194, 0.004000, search
8845, 99355, 17, 15.974355, 0.004000, search
8850, 99355, 17, 15.974526, 0.005000, search
8855, 99356, 17, 15.974546, 0.008000, insert
8860, 99357, 17, 15.974546, 0.006000, remove
8865, 99354, 17, 15.974697, 0.004000, search
8870, 99354, 17, 15.974697, 0.007000, remove
8875, 99352, 17, 15.974696, 0.007000, insert
8880, 99353, 17, 15.974898, 0.004000, search
8885, 99352, 17, 15.975048, 0.004000, search
8890, 99347, 17, 15.975158, 0.004000, search
8895, 99345, 17, 15.975308, 0.004000, search
8900, 99344, 17, 15.975278, 0.008000, insert
8905, 99346, 17, 15.975429, 0.004000, search
8910, 99348, 17, 15.975460, 0.008000, insert
8915, 99348, 17, 15.975470, 0.008000, insert
8920, 99344, 17, 15.975459, 0.007000, remove
8925, 99342, 17, 15.975428, 0.006000, insert
8930, 99345, 17, 15.975449, 0.006000, insert
8935, 99345, 17, 15.975459, 0.007000, insert
8940, 99344, 17, 15.975459, 0.006000, insert
8945, 99344, 17, 15.975469, 0.007000, remove
8950, 99344, 17, 15.975489, 0.006000, remove
8955, 99346, 17, 15.975500, 0.006000, remove
8960, 99345, 17, 15.975681, 0.004000, search
8965, 99346, 17, 15.975691, 0.007000, insert
8970, 99347, 17, 15.975742, 0.007000, insert
8975, 99350, 17, 15.975954, 0.005000, search
8980, 99348, 17, 15.976114, 0.004000, search
8985, 99349, 17, 15.976306, 0.004000, search
8990, 99350, 17, 15.976316, 0.007000, insert
8995, 99351, 17, 15.976477, 0.004000, search
9000, 99354, 17, 15.976518, 0.007000, insert
9005, 99351, 17, 15.976659, 0.004000, search
9010, 99351, 17, 15.976830, 0.004000, search
9015, 99353, 17, 15.976850, 0.007000, insert
9020, 99358, 17, 15.976942, 0.007000, insert
9025, 99358, 17, 15.976932, 0.007000, remove
9030, 99357, 17, 15.976891, 0.006000, remove
9035, 99355, 17, 15.976871, 0.007000, remove
9040, 99356, 17, 15.976901, 0.007000, insert
9045, 99358, 17, 15.976932, 0.008000, insert
9050, 99359, 17, 15.976922, 0.014000, insert
9055, 99356, 17, 15.977052, 0.004000, search
9060, 99356, 17, 15.977213, 0.004000, search
9065, 99352, 17, 15.977212, 0.006000, remove
9070, 99351, 17, 15.977202, 0.007000, insert
9075, 99354, 17, 15.977414, 0.004000, search
9080, 99354, 17, 15.977404, 0.006000, insert
9085, 99352, 17, 15.977575, 0.004000, search
9090, 99349, 17, 15.977735, 0.004000, search
9095, 99351, 17, 15.977786, 0.006000, remove
9100, 99348, 17, 15.977755, 0.006000, remove
9105, 99348, 17, 15.977815, 0.008000, insert
9110, 99349, 17, 15.977826, 0.006000, remove
9115, 99351, 17, 15.978037, 0.005000, search
9120, 99350, 17, 15.978067, 0.006000, remove
9125, 99352, 17, 15.978088, 0.008000, insert
9130, 99353, 17, 15.978259, 0.004000, search
9135, 99354, 17, 15.978260, 0.006000, remove
9140, 99352, 17, 15.978420, 0.004000, search
9145, 99353, 17, 15.978612, 0.005000, search
9150, 99353, 17, 15.978602, 0.007000, remove
9155, 99353, 17, 15.978773, 0.004000, search
9160, 99357, 17, 15.978834, 0.006000, insert
9165, 99356, 17, 15.978985, 0.004000, search
9170, 99354, 17, 15.979115, 0.005000, search
9175, 99355, 17, 15.979125, 0.007000, remove
9180, 99360, 17, 15.979157, 0.007000, insert
9185, 99358, 17, 15.979307, 0.005000, search
9190, 99358, 17, 15.979287, 0.007000, insert
9195, 99360, 17, 15.979308, 0.006000, insert
9200, 99362, 17, 15.979358, 0.006000, remove
9205, 99362, 17, 15.979388, 0.006000, remove
9210, 99361, 17, 15.979368, 0.007000, insert
9215, 99360, 17, 15.979338, 0.007000, insert
9220, 99357, 17, 15.979488, 0.004000, search
9225, 99359, 17, 15.979509, 0.007000, insert
9230, 99358, 17, 15.979508, 0.007000, insert
9235, 99358, 17, 15.979690, 0.004000, search
9240, 99358, 17, 15.979760, 0.007000, insert
9245, 99358, 17, 15.979951, 0.004000, search
9250, 99357, 17, 15.979941, 0.008000, insert
9255, 99358, 17, 15.980132, 0.004000, search
9260, 99354, 17, 15.980112, 0.006000, remove
9265, 99355, 17, 15.980122, 0.007000, insert
9270, 99356, 17, 15.980132, 0.007000, insert
9275, 99354, 17, 15.980283, 0.004000, search
9280, 99351, 17, 15.980242, 0.006000, remove
9285, 99351, 17, 15.980252, 0.006000, remove
9290, 99353, 17, 15.980282, 0.006000, remove
9295, 99350, 17, 15.980252, 0.006000, remove
9300, 99347, 17, 15.980382, 0.005000, search
9305, 99347, 17, 15.980362, 0.006000, insert
9310, 99346, 17, 15.980523, 0.005000, search
9315, 99346, 17, 15.980694, 0.004000, search
9320, 99345, 17, 15.980683, 0.006000, remove
9325, 99345, 17, 15.980673, 0.007000, insert
9330, 99343, 17, 15.980804, 0.004000, search
9335, 99343, 17, 15.980975, 0.004000, search
9340, 99345, 17, 15.981267, 0.005000, search
9345, 99343, 17, 15.981257, 0.006000, remove
9350, 99345, 17, 15.981287, 0.007000, insert
9355, 99343, 17, 15.981418, 0.004000, search
9360, 99342, 17, 15.981388, 0.007000, insert
9365, 99342, 17, 15.981569, 0.005000, search
9370, 99345, 17, 15.981599, 0.007000, insert
9375, 99345, 17, 15.981589, 0.007000, insert
9380, 99345, 17, 15.981610, 0.006000, remove
9385, 99344, 17, 15.981589, 0.007000, insert
9390, 99345, 17, 15.981569, 0.006000, remove
9395, 99345, 17, 15.981740, 0.004000, search
9400, 99341, 17, 15.981871, 0.004000, search
9405, 99339, 17, 15.981830, 0.007000, remove
9410, 99334, 17, 15.981960, 0.005000, search
9415, 99336, 18, 15.982011, 0.007000, insert
9420, 99337, 18, 15.982021, 0.006000, remove
9425, 99334, 18, 15.982181, 0.004000, search
9430, 99330, 18, 15.982120, 0.007000, remove
9435, 99327, 18, 15.982271, 0.004000, search
9440, 99329, 18, 15.982462, 0.004000, search
9445, 99330, 18, 15.982452, 0.007000, insert
9450, 99330, 18, 15.982473, 0.006000, remove
9455, 99332, 18, 15.982483, 0.007000, insert
9460, 99329, 18, 15.982613, 0.004000, search
9465, 99332, 18, 15.982664, 0.007000, insert
9470, 99330, 18, 15.982634, 0.006000, remove
9475, 99330, 18, 15.982644, 0.007000, insert
9480, 99332, 18, 15.982674, 0.007000, insert
9485, 99335, 18, 15.982695, 0.007000, insert
9490, 99333, 18, 15.982846, 0.005000, search
9495, 99333, 18, 15.983007, 0.004000, search
9500, 99333, 18, 15.983017, 0.007000, insert
9505, 99329, 18, 15.982966, 0.006000, remove
9510, 99330, 18, 15.982966, 0.007000, insert
9515, 99331, 18, 15.983157, 0.004000, search
9520, 99331, 18, 15.983318, 0.004000, search
9525, 99331, 18, 15.983339, 0.006000, insert
9530, 99330, 18, 15.983359, 0.006000, remove
